IDE,DT,O,C,H,L,V,A,turnover
11,1995-11-16,656.948,655.825,657.110,655.670,1531026.8800188,1044833984,0.000
11,1995-11-17,655.477,654.900,655.794,654.778,1132458.3208861,765756992,0.000
11,1995-11-20,654.246,654.685,655.037,653.770,779403.93040282,525895008,0.000
11,1995-11-21,654.750,655.231,655.296,654.750,910872.29739689,617953984,0.000
11,1995-11-22,655.264,652.969,655.367,652.899,837556.53379967,555568000,0.000
11,1995-11-23,652.861,652.216,653.202,652.105,919057.67273721,605080000,0.000
11,1995-11-24,652.001,652.369,652.776,651.561,706618.4509456,465923008,0.000
11,1995-11-27,652.172,650.159,652.209,650.086,758305.79042835,489129984,0.000
11,1995-11-28,649.956,651.327,651.327,649.106,822523.22969183,536753984,0.000
11,1995-11-29,651.255,649.622,651.255,649.459,636735.31071245,408523008,0.000
11,1995-11-30,649.295,649.551,651.335,648.113,807745.6031444,517878016,0.000
11,1995-12-01,648.036,648.395,649.292,646.977,728510.10870766,461736992,0.000
11,1995-12-04,648.222,648.571,648.699,648.146,338784.4011844,215100992,0.000
11,1995-12-05,648.810,648.935,649.177,648.677,352768.28724773,224791008,0.000
11,1995-12-06,648.947,647.539,648.950,647.446,639932.83579715,402152992,0.000
11,1995-12-07,647.571,648.083,648.167,647.319,473793.97315776,299361984,0.000
11,1995-12-08,648.100,648.865,649.898,648.083,1392980.3322969,887022016,0.000
11,1995-12-11,648.872,646.061,649.261,645.870,1158024.1191099,717118016,0.000
11,1995-12-12,645.586,647.702,648.414,643.735,1475799.5329256,928942016,0.000
11,1995-12-13,647.764,645.171,647.952,645.071,1543388.6738351,947331968,0.000
11,1995-12-14,645.052,645.327,645.834,644.792,741078.46116307,455577984,0.000
11,1995-12-15,644.975,643.536,644.976,643.057,898716.6801901,542726016,0.000
11,1995-12-18,642.995,641.561,642.995,641.454,833014.13854832,493260992,0.000
11,1995-12-19,641.659,641.547,642.273,641.350,604979.22507854,358184000,0.000
11,1995-12-20,641.793,643.060,643.070,641.793,576993.21176627,346796000,0.000
11,1995-12-21,643.206,642.455,644.000,642.421,837688.09735032,500460000,0.000
11,1995-12-22,642.258,641.917,642.838,641.430,595096.28432956,353630016,0.000
11,1995-12-25,641.326,639.484,641.326,639.351,638679.02005069,370452992,0.000
11,1995-12-26,639.269,638.122,639.545,637.983,490737.8001468,280809984,0.000
11,1995-12-27,638.027,637.802,638.411,636.370,687144.12342216,391947008,0.000
11,1995-12-28,637.514,635.380,637.588,635.170,730327.56007327,406660992,0.000
11,1995-12-29,635.185,635.104,636.241,634.659,710344.15890796,394447008,0.000
11,1996-01-02,634.189,631.900,634.189,631.809,414815.83282206,223116992,0.000
11,1996-01-03,631.406,632.747,632.806,630.569,465642.85977656,252574000,0.000
11,1996-01-04,632.658,635.728,635.733,632.271,1305231.2912752,729297984,0.000
11,1996-01-05,635.778,631.620,636.196,631.573,1113382.5978336,597185024,0.000
11,1996-01-08,631.048,632.143,632.305,630.022,532577.88081681,287150016,0.000
11,1996-01-09,632.548,635.704,635.888,632.482,1438253.1810533,803436992,0.000
11,1996-01-10,634.561,633.706,634.563,632.407,1191713.2610204,652606016,0.000
11,1996-01-11,633.676,633.342,634.608,632.876,910519.75661608,496816000,0.000
11,1996-01-12,633.266,633.612,634.098,632.608,770594.57878672,421600000,0.000
11,1996-01-15,633.233,634.331,634.490,633.008,768817.13124274,423648992,0.000
11,1996-01-16,634.474,633.731,635.033,633.314,662509.12808529,362896000,0.000
11,1996-01-17,633.447,631.796,633.880,631.408,762652.82983752,409780992,0.000
11,1996-01-18,631.058,628.046,631.063,627.981,1080285.0839403,559187968,0.000
11,1996-01-19,627.534,629.181,629.196,627.109,730308.87662127,382324000,0.000
11,1996-01-22,628.688,627.818,628.698,627.370,599177.10568098,309451008,0.000
11,1996-01-23,627.627,628.427,628.969,627.627,483225.55812163,251084000,0.000
11,1996-01-24,628.493,629.012,629.338,628.493,658507.93104108,344156000,0.000
11,1996-01-25,629.227,628.769,632.104,628.648,1806571.0877112,941891968,0.000
11,1996-01-26,627.814,629.575,629.862,627.606,759957.7753677,399411008,0.000
11,1996-01-29,629.696,630.256,630.451,629.560,917297.89469706,485379008,0.000
11,1996-01-30,630.665,630.905,630.920,629.581,993191.50534202,528944000,0.000
11,1996-01-31,630.695,631.803,631.945,630.442,1526597.1750256,820316992,0.000
11,1996-02-01,631.595,631.678,631.769,630.913,832866.90020124,446983008,0.000
11,1996-02-02,631.385,631.558,631.558,630.147,909264.20416387,487401984,0.000
11,1996-02-05,631.781,629.054,631.788,628.983,1300657.9783877,680049024,0.000
11,1996-02-06,628.520,628.638,629.019,628.152,766527.12362442,399123008,0.000
11,1996-02-07,628.576,629.332,629.413,628.437,642313.54567995,336764992,0.000
11,1996-02-08,629.225,628.863,629.399,628.723,362045.36082474,188936992,0.000
11,1996-02-09,628.890,629.545,629.549,628.719,291912.98224244,153374000,0.000
11,1996-02-12,629.192,629.246,629.286,629.192,344913.63558271,180683008,0.000
11,1996-02-13,629.493,630.339,630.561,629.459,402464.20182031,213136992,0.000
11,1996-02-14,630.436,630.277,631.208,630.174,429774.20878602,227458000,0.000
11,1996-02-15,630.290,631.734,631.990,630.134,734226.58572014,394264992,0.000
11,1996-02-16,631.762,634.677,634.839,631.762,1680478.8367635,929203968,0.000
11,1996-03-04,640.063,643.217,643.217,638.243,3941667.6966012,2372805120,0.000
11,1996-03-05,642.963,640.695,643.971,639.951,3748667.924914,2200692992,0.000
11,1996-03-06,639.889,635.899,640.054,635.717,2261607.9185278,1265821952,0.000
11,1996-03-07,635.614,637.613,637.613,635.600,1030743.1963887,586833024,0.000
11,1996-03-08,637.181,638.282,638.570,635.805,1336354.7955961,765905024,0.000
11,1996-03-11,638.467,637.399,638.691,636.940,1114452.8902345,633142976,0.000
11,1996-03-12,637.077,636.646,637.077,635.306,1119486.4155494,631256000,0.000
11,1996-03-13,636.448,636.525,637.047,636.137,605142.04545455,340816000,0.000
11,1996-03-14,636.486,636.364,636.798,636.221,563455.46505424,316831008,0.000
11,1996-03-15,636.210,636.380,636.579,635.510,547689.34013763,308015008,0.000
11,1996-03-18,636.277,637.355,637.381,636.148,931596.99226936,529025984,0.000
11,1996-03-19,637.403,637.121,637.930,636.906,727757.49360162,412311008,0.000
11,1996-03-20,637.073,637.673,637.816,637.066,783706.38439798,446454016,0.000
11,1996-03-21,637.770,637.689,638.436,637.609,1043142.7127211,594340992,0.000
11,1996-03-22,637.645,637.763,637.965,637.116,814975.98653057,464683008,0.000
11,1996-03-25,637.867,637.773,638.215,637.620,969579.46127946,552892992,0.000
11,1996-03-26,637.775,636.582,637.862,636.484,829434.63940943,467403008,0.000
11,1996-03-27,636.441,636.373,636.486,635.470,656799.16066507,369351008,0.000
11,1996-03-28,636.366,634.877,636.389,634.850,1044792.8380622,578857024,0.000
11,1996-03-29,634.834,635.302,635.476,634.089,828914.96971549,461200000,0.000
11,1996-04-01,637.061,637.057,638.425,636.302,1449239.6969215,820545024,0.000
11,1996-04-02,636.835,635.450,636.844,635.396,643933.19574308,358806016,0.000
11,1996-04-03,635.514,636.128,636.361,635.274,460617.12003993,258396992,0.000
11,1996-04-04,636.166,636.523,636.751,635.920,541747.91455814,305107008,0.000
11,1996-04-05,636.609,639.916,640.201,636.609,1218029.9864385,709539008,0.000
11,1996-04-08,640.106,639.718,640.787,639.188,2091308.596787,1215844992,0.000
11,1996-04-09,639.588,639.144,639.642,638.890,869131.77988825,502419008,0.000
11,1996-04-10,639.196,639.448,639.877,639.085,1049094.5741782,608286016,0.000
11,1996-04-11,639.394,640.063,640.063,638.956,1048536.0759711,611694976,0.000
11,1996-04-12,640.235,640.676,641.819,640.235,1746385.5933214,1025041024,0.000
11,1996-04-15,640.505,640.285,640.842,640.053,829753.5361828,485132000,0.000
11,1996-04-16,640.216,641.342,641.439,640.208,1224473.2165524,723480000,0.000
11,1996-04-17,641.901,641.771,642.512,641.518,1653528.9494085,981171008,0.000
11,1996-04-18,641.675,642.933,642.933,641.163,1580310.8416073,948628992,0.000
11,1996-04-19,643.246,645.876,645.901,643.246,3953055.898531,2443462912,0.000
11,1996-04-22,646.977,645.199,647.414,645.194,5701345.1992768,3500454912,0.000
11,1996-04-23,644.773,646.791,646.791,644.529,2868809.0033185,1789476992,0.000
11,1996-04-24,648.394,653.170,653.170,648.394,6688467.879335,4445490176,0.000
11,1996-04-25,654.644,651.342,656.430,651.057,7720354.7029893,5038843904,0.000
11,1996-04-26,652.486,659.463,660.465,652.486,10820601.92199,7656657920,0.000
11,1996-04-29,661.098,663.774,663.841,659.831,9507496.3837479,7022331904,0.000
11,1996-04-30,662.372,655.635,663.634,655.382,8306418.4511488,5657916928,0.000
11,1996-05-02,660.647,651.611,661.428,651.335,6129363.3813148,4011177984,0.000
11,1996-05-03,651.498,650.935,652.506,650.132,3433087.8759442,2231610112,0.000
11,1996-05-06,650.656,654.166,654.389,650.656,4767869.6679429,3200527872,0.000
11,1996-05-07,655.086,652.641,655.844,652.469,4378108.004114,2894629888,0.000
11,1996-05-08,652.419,652.656,653.504,651.409,2983976.0457309,1973184000,0.000
11,1996-05-09,652.372,651.992,653.934,651.674,3051592.2910641,2004590976,0.000
11,1996-05-10,651.903,652.687,652.687,650.625,2224193.4145678,1471214976,0.000
11,1996-05-13,653.297,653.389,654.388,652.666,2959816.7722564,1971533952,0.000
11,1996-05-14,653.763,653.285,654.323,652.989,2442136.3550292,1625021952,0.000
11,1996-05-15,653.336,655.767,655.767,653.297,2435535.5061946,1661156992,0.000
11,1996-05-16,656.569,655.918,658.098,655.845,5168947.580775,3530753024,0.000
11,1996-05-17,656.231,660.076,660.076,655.825,3994045.8865338,2843481088,0.000
11,1996-05-20,661.096,658.819,661.901,658.328,6519765.9668885,4583917056,0.000
11,1996-05-21,658.658,652.746,659.374,652.688,4401787.426154,2913323008,0.000
11,1996-05-22,652.181,653.769,654.364,652.085,3132217.1637103,2094263040,0.000
11,1996-05-23,653.779,649.791,653.997,649.675,2650836.4417197,1703613056,0.000
11,1996-05-24,649.176,649.341,650.118,647.872,2217730.6408253,1418904064,0.000
11,1996-05-27,648.789,649.050,649.584,648.592,1069917.680069,682553984,0.000
11,1996-05-28,649.587,650.451,650.465,649.050,1739838.580328,1125518976,0.000
11,1996-05-29,650.704,651.015,651.278,650.441,1329410.4988087,864848000,0.000
11,1996-05-30,651.025,648.799,651.052,648.441,1645565.3529449,1047171968,0.000
11,1996-05-31,648.411,649.944,651.404,648.148,2810375.2784899,1808898048,0.000
11,1996-06-03,649.991,649.543,651.315,648.819,3752849.2286574,2405914112,0.000
11,1996-06-04,649.695,651.164,651.936,649.543,3514509.3459809,2289737984,0.000
11,1996-06-05,651.667,657.942,657.942,651.558,6200846.1999799,4321803776,0.000
11,1996-06-06,658.812,658.755,660.534,657.187,8021365.3957275,5636051968,0.000
11,1996-06-07,661.269,662.229,663.845,658.756,10511872.32381,7645705216,0.000
11,1996-06-10,663.976,667.221,667.221,663.590,9558251.2153641,7306136064,0.000
11,1996-06-11,667.344,665.614,667.344,664.305,7156074.9315396,5383228928,0.000
11,1996-06-12,666.825,666.082,668.461,665.509,8185075.0572264,6186034176,0.000
11,1996-06-13,666.407,667.784,667.841,664.733,6511808.3363688,5005496832,0.000
11,1996-06-14,669.508,668.901,670.566,668.281,9030716.430584,7019304960,0.000
11,1996-06-17,669.216,665.578,669.226,665.386,5468639.1893509,4112361984,0.000
11,1996-06-18,665.217,670.986,670.986,665.132,5774227.8139019,4582196224,0.000
11,1996-06-19,671.935,671.409,673.525,670.213,7847620.2331505,6253847040,0.000
11,1996-06-20,670.396,670.988,672.109,669.789,4396485.6372388,3488963072,0.000
11,1996-06-21,672.334,671.307,672.545,670.983,4163427.9110664,3314504960,0.000
11,1996-06-24,671.540,670.957,671.633,670.440,3420439.1917613,2713537024,0.000
11,1996-06-25,667.261,669.337,670.354,666.976,3845437.7659643,3001940992,0.000
11,1996-06-26,669.629,671.981,672.030,669.530,4078434.2974072,3268701952,0.000
11,1996-06-27,673.232,672.606,674.240,671.969,6277897.3389877,5062873088,0.000
11,1996-06-28,672.997,672.330,673.256,671.589,4810266.5788001,3868656896,0.000
11,1996-07-01,671.911,666.790,672.325,666.050,6511694.7195543,4956115968,0.000
11,1996-07-02,666.439,666.605,667.404,665.813,4247074.4047071,3226544896,0.000
11,1996-07-03,667.578,670.040,670.040,666.603,6764021.2992762,5317400064,0.000
11,1996-07-04,670.568,669.949,671.149,668.487,7456870.4234677,5856775168,0.000
11,1996-07-05,670.292,669.943,671.439,669.750,7407876.6645021,5817924096,0.000
11,1996-07-08,671.057,672.715,672.784,670.545,8277316.8444131,6682526208,0.000
11,1996-07-09,673.667,673.986,674.585,672.727,8177401.0396155,6685924864,0.000
11,1996-07-10,674.413,674.284,674.938,672.966,6734219.1697966,5522329088,0.000
11,1996-07-11,674.545,670.795,674.571,670.605,5735194.4448653,4542618112,0.000
11,1996-07-12,669.801,671.346,671.346,669.108,4280059.2458658,3408681984,0.000
11,1996-07-15,671.153,670.426,671.326,669.273,4007718.5224609,3162691072,0.000
11,1996-07-16,671.389,674.656,674.741,671.002,5724778.6946591,4711950848,0.000
11,1996-07-17,675.575,672.921,676.869,672.859,6465483.0146232,5230511104,0.000
11,1996-07-18,672.809,674.039,674.224,672.809,3573528.2969048,2923289088,0.000
11,1996-07-19,674.769,678.706,678.723,674.360,7363872.9216263,6310249984,0.000
11,1996-07-22,680.398,681.938,682.180,680.252,9216538.076458,8155991040,0.000
11,1996-07-23,682.389,680.398,682.445,679.591,6263615.307469,5458552832,0.000
11,1996-07-24,680.800,682.240,683.044,680.800,7297431.4356854,6477127168,0.000
11,1996-07-25,682.201,680.014,682.986,679.891,7308699.0036284,6345047040,0.000
11,1996-07-26,680.028,677.312,680.489,676.725,6459339.3411587,5458916864,0.000
11,1996-07-29,677.438,678.529,678.538,676.365,3972717.3645695,3398341888,0.000
11,1996-07-30,679.267,676.333,679.707,676.086,3999594.9386448,3347380992,0.000
11,1996-07-31,676.302,674.582,676.906,674.384,3437708.3273554,2827411968,0.000
11,1996-08-01,674.667,676.113,677.061,673.650,3539788.1163932,2956077056,0.000
11,1996-08-02,676.987,676.566,677.959,675.335,3938779.4342389,3304123904,0.000
11,1996-08-05,677.420,678.267,678.267,676.532,2972977.967393,2536515072,0.000
11,1996-08-06,678.453,679.325,679.350,677.695,3572105.8662522,3079941120,0.000
11,1996-08-07,679.706,679.911,680.576,679.371,4829875.7189309,4188758016,0.000
11,1996-08-08,680.346,680.918,681.138,680.175,4063547.5382139,3559627008,0.000
11,1996-08-09,680.825,680.413,681.411,678.800,4846277.9623681,4224015872,0.000
11,1996-08-12,681.391,682.064,683.058,681.391,4620571.1706018,4094010880,0.000
11,1996-08-13,682.047,680.781,682.212,680.504,3064261.4723365,2680615936,0.000
11,1996-08-14,680.893,680.417,681.271,680.081,2850411.8581066,2484532992,0.000
11,1996-08-15,680.554,679.744,681.213,679.621,3465341.5074727,3000361984,0.000
11,1996-08-16,679.379,678.347,679.402,676.511,3876680.4314474,3310181120,0.000
11,1996-08-19,678.166,676.175,678.168,676.046,2598122.2819258,2171016960,0.000
11,1996-08-20,676.069,674.578,676.410,674.373,2688146.2963864,2210839040,0.000
11,1996-08-21,674.974,675.933,677.021,674.964,3543384.2610365,2953765120,0.000
11,1996-08-22,676.485,673.840,676.994,673.793,2862103.956297,2336678912,0.000
11,1996-08-23,674.876,672.260,674.876,670.080,3589118.789583,2884538880,0.000
11,1996-08-26,670.424,668.355,671.864,668.068,3359594.5049543,2597168128,0.000
11,1996-08-27,667.928,670.210,670.213,667.525,2648361.8723491,2085479040,0.000
11,1996-08-28,670.624,671.399,672.592,670.414,3808954.1006237,3035088896,0.000
11,1996-08-29,671.459,670.372,671.543,669.761,2942830.8901652,2321099008,0.000
11,1996-08-30,670.710,673.038,673.041,670.710,4501192.6265233,3645650944,0.000
11,1996-09-02,673.410,672.395,673.487,672.189,3394587.2932639,2731862016,0.000
11,1996-09-03,672.490,671.826,674.141,671.673,3510382.1649047,2809078016,0.000
11,1996-09-04,671.533,673.295,673.475,671.177,3880543.3430623,3151040000,0.000
11,1996-09-05,673.957,673.588,676.541,673.409,7476688.7595471,6088865792,0.000
11,1996-09-06,673.491,671.952,674.077,671.316,3904421.9113114,3128339968,0.000
11,1996-09-09,671.621,670.988,671.794,670.740,4317849.461932,3426558976,0.000
11,1996-09-10,670.941,667.228,670.941,667.057,4036881.9632672,3085954048,0.000
11,1996-09-11,667.013,667.857,668.424,665.924,2935354.2925485,2257991936,0.000
11,1996-09-12,669.295,666.256,669.791,665.860,4138495.2290379,3133171968,0.000
11,1996-09-13,666.164,669.132,669.132,665.670,3181699.8742074,2478735104,0.000
11,1996-09-16,669.234,669.033,669.828,668.191,3640698.3309563,2833519104,0.000
11,1996-09-17,668.959,668.798,669.910,668.496,3243355.18436,2518368000,0.000
11,1996-09-18,669.425,666.742,669.603,666.370,3368946.5395991,2562926080,0.000
11,1996-09-19,666.127,667.838,667.843,665.884,2109984.5271685,1622768000,0.000
11,1996-09-20,668.254,672.490,672.490,667.962,4145803.2549998,3339568896,0.000
11,1996-09-23,673.410,678.124,678.130,673.331,9753086.7860748,8309434880,0.000
11,1996-09-24,678.763,677.881,679.706,677.344,8664289.7590361,7363953152,0.000
11,1996-09-25,678.520,676.123,678.902,675.528,6226971.4887809,5200642048,0.000
11,1996-09-26,676.423,678.440,678.766,676.423,6414915.6108862,5482571776,0.000
11,1996-09-27,679.255,680.864,680.864,678.568,7627468.4210526,6678001152,0.000
11,1996-10-03,682.269,679.704,682.704,679.610,6306577.8065351,5458216960,0.000
11,1996-10-04,679.555,679.468,680.188,678.572,3991881.2762754,3446789888,0.000
11,1996-10-07,679.773,679.609,680.213,678.225,4054721.0140402,3505955072,0.000
11,1996-10-08,680.120,681.102,681.614,679.697,5027614.2206016,4412234240,0.000
11,1996-10-09,681.625,680.690,681.789,679.714,4856987.9063169,4245056000,0.000
11,1996-10-10,681.154,684.091,684.095,681.071,7810104.1444989,7061037056,0.000
11,1996-10-11,684.642,684.733,684.966,683.491,8570256.7475189,7797990912,0.000
11,1996-10-14,685.811,688.089,688.384,685.811,9533756.959119,8969167872,0.000
11,1996-10-15,688.411,687.715,688.531,686.460,7187649.3635908,6736911872,0.000
11,1996-10-16,688.468,687.349,689.428,685.968,7327909.2645736,6843387904,0.000
11,1996-10-17,687.050,689.314,689.328,686.723,7157566.6666667,6816293888,0.000
11,1996-10-18,690.179,687.998,690.977,687.767,8237810.5263158,7742965248,0.000
11,1996-10-21,688.328,690.580,690.584,688.328,5799968.9586163,5593432064,0.000
11,1996-10-22,689.378,691.831,692.088,688.328,7614169.4061262,7435008000,0.000
11,1996-10-23,693.145,695.306,695.336,692.880,11018142.951832,11137469440,0.000
11,1996-10-24,695.962,695.015,696.309,694.661,9480109.9304501,9555097600,0.000
11,1996-10-25,694.855,695.489,695.908,693.702,9632407.3192649,9754449920,0.000
11,1996-10-28,694.346,696.495,696.886,694.231,8718432.0669495,8917735424,0.000
11,1996-10-29,697.449,695.968,698.050,695.570,9175515.4131163,9336178688,0.000
11,1996-10-30,695.924,690.009,696.413,689.620,7912407.8379027,7587445248,0.000
